0 0
0.01 0.0224304
0.02 0.0307088
0.03 0.0364721
0.04 0.0409076
0.05 0.0444971
0.06 0.0474967
0.07 0.050063
0.08 0.0522993
0.09 0.054278
0.1 0.0560509
0.11 0.0576567
0.12 0.059124
0.13 0.0604749
0.14 0.0617258
0.15 0.0628895
0.16 0.0639757
0.17 0.0649917
0.18 0.0659428
0.19 0.0668333
0.2 0.067666
0.21 0.0684432
0.22 0.0691663
0.23 0.0698364
0.24 0.0704543
0.25 0.0710204
0.26 0.0715352
0.27 0.0719989
0.28 0.0724119
0.29 0.0727745
0.3 0.0730872
0.31 0.0733505
0.32 0.0735651
0.33 0.0737317
0.34 0.0738514
0.35 0.0739252
0.36 0.0739543
0.37 0.07394
0.38 0.073884
0.39 0.0737878
0.4 0.073653
0.41 0.0734815
0.42 0.0732753
0.43 0.0730361
0.44 0.0727659
0.45 0.0724668
0.46 0.0721407
0.47 0.0717895
0.48 0.0714152
0.49 0.0710196
0.5 0.0706044
0.51 0.0701712
0.52 0.0697216
0.53 0.0692568
0.54 0.0687782
0.55 0.0682866
0.56 0.0677829
0.57 0.0672677
0.58 0.0667411
0.59 0.0662034
0.6 0.0656544
0.61 0.0650935
0.62 0.06452
0.63 0.063933
0.64 0.0633309
0.65 0.0627122
0.66 0.0620749
0.67 0.0614167
0.68 0.060735
0.69 0.0600269
0.7 0.0592892
0.71 0.0585184
0.72 0.0577106
0.73 0.0568618
0.74 0.0559676
0.75 0.0550235
0.76 0.0540245
0.77 0.0529657
0.78 0.0518417
0.79 0.0506473
0.8 0.0493768
0.81 0.0480246
0.82 0.0465849
0.83 0.0450522
0.84 0.0434205
0.85 0.0416843
0.86 0.0398379
0.87 0.0378759
0.88 0.035793
0.89 0.0335843
0.9 0.0312451
0.91 0.028771
0.92 0.0261582
0.93 0.0234034
0.94 0.0205037
0.95 0.017457
0.96 0.0142619
0.97 0.0109178
0.98 0.00742513
0.99 0.00378505
1 0
0 -0
0.01 -0.0219012
0.02 -0.0302281
0.03 -0.0361166
0.04 -0.0406727
0.05 -0.0443414
0.06 -0.0473616
0.07 -0.0498826
0.08 -0.0520072
0.09 -0.053811
0.1 -0.0553523
0.11 -0.0566778
0.12 -0.0578253
0.13 -0.0588267
0.14 -0.0597085
0.15 -0.0604933
0.16 -0.0612002
0.17 -0.0618456
0.18 -0.0624433
0.19 -0.0630046
0.2 -0.0635393
0.21 -0.0640551
0.22 -0.064558
0.23 -0.0650527
0.24 -0.0655425
0.25 -0.0660293
0.26 -0.0665141
0.27 -0.0669966
0.28 -0.0674757
0.29 -0.0679494
0.3 -0.0684149
0.31 -0.0688686
0.32 -0.0693065
0.33 -0.0697238
0.34 -0.0701154
0.35 -0.0704756
0.36 -0.0707988
0.37 -0.0710786
0.38 -0.0713088
0.39 -0.0714829
0.4 -0.0715945
0.41 -0.0716369
0.42 -0.071604
0.43 -0.0714893
0.44 -0.0712868
0.45 -0.0709907
0.46 -0.0705955
0.47 -0.0700961
0.48 -0.0694878
0.49 -0.0687663
0.5 -0.0679279
0.51 -0.0669694
0.52 -0.0658882
0.53 -0.0646825
0.54 -0.063351
0.55 -0.0618931
0.56 -0.0603091
0.57 -0.0585998
0.58 -0.0567672
0.59 -0.0548136
0.6 -0.0527426
0.61 -0.0505584
0.62 -0.0482661
0.63 -0.0458715
0.64 -0.0433816
0.65 -0.040804
0.66 -0.0381471
0.67 -0.0354205
0.68 -0.0326341
0.69 -0.0297992
0.7 -0.0269273
0.71 -0.0240311
0.72 -0.0211239
0.73 -0.0182195
0.74 -0.0153326
0.75 -0.0124785
0.76 -0.00967276
0.77 -0.00693178
0.78 -0.0042722
0.79 -0.00171108
0.8 0.000734223
0.81 0.00304615
0.82 0.00520698
0.83 0.00719897
0.84 0.00900441
0.85 0.0106057
0.86 0.0119856
0.87 0.0131271
0.88 0.0140136
0.89 0.0146294
0.9 0.0149593
0.91 0.0149889
0.92 0.0147049
0.93 0.0140953
0.94 0.013149
0.95 0.0118568
0.96 0.0102108
0.97 0.00820503
0.98 0.00583549
0.99 0.00310031
1 0
